               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.012221,           0.0032791,                   0,             0.97784,             0.96552,             0.98377,             0.74922,            0.020243,           0.0029769,                   0,             0.00356,             0.00356,             0.00356
                 163,            0.012241,           0.0032642,                   0,             0.98051,              0.9638,             0.97742,             0.73805,            0.019945,           0.0029641,                   0,             0.00352,             0.00352,             0.00352
                 164,            0.012191,           0.0032882,                   0,             0.97913,             0.95402,              0.9829,              0.7461,            0.020323,           0.0029411,                   0,             0.00348,             0.00348,             0.00348
                 165,            0.011893,             0.00326,                   0,              0.9547,             0.96935,             0.98003,             0.75186,            0.020017,           0.0030158,                   0,             0.00344,             0.00344,             0.00344
                 166,             0.01188,           0.0031441,                   0,             0.98403,             0.94403,             0.98173,             0.74877,            0.020124,           0.0030231,                   0,              0.0034,              0.0034,              0.0034
                 167,            0.011843,           0.0032087,                   0,             0.97515,             0.94253,             0.96858,             0.73713,            0.020046,           0.0030166,                   0,             0.00336,             0.00336,             0.00336
                 168,            0.011966,           0.0032096,                   0,             0.96955,             0.97588,             0.98283,             0.75273,            0.020297,           0.0030223,                   0,             0.00332,             0.00332,             0.00332
                 169,             0.01161,            0.003294,                   0,             0.96594,             0.97787,              0.9845,              0.7546,            0.019821,           0.0030627,                   0,             0.00328,             0.00328,             0.00328
                 170,            0.011591,           0.0031408,                   0,             0.96977,             0.98467,             0.98489,              0.7509,            0.020218,           0.0030341,                   0,             0.00324,             0.00324,             0.00324
                 171,            0.011686,           0.0032094,                   0,             0.96199,             0.97318,             0.97502,             0.74571,            0.020242,           0.0030316,                   0,              0.0032,              0.0032,              0.0032
                 172,            0.011759,           0.0031784,                   0,             0.98157,             0.95785,             0.98197,             0.74147,            0.020279,           0.0030189,                   0,             0.00316,             0.00316,             0.00316
                 173,            0.011489,           0.0029995,                   0,             0.96188,             0.96672,             0.97965,             0.74372,            0.020118,           0.0030178,                   0,             0.00312,             0.00312,             0.00312
                 174,             0.01147,           0.0031744,                   0,             0.97306,             0.96882,             0.97443,             0.75274,            0.019785,           0.0030136,                   0,             0.00308,             0.00308,             0.00308
                 175,            0.011456,           0.0031038,                   0,             0.97126,             0.96169,             0.97484,             0.75069,            0.020146,           0.0030303,                   0,             0.00304,             0.00304,             0.00304
                 176,            0.011331,           0.0030672,                   0,             0.98429,             0.96024,             0.98201,             0.74632,            0.019775,           0.0030127,                   0,               0.003,               0.003,               0.003
                 177,            0.011474,           0.0031113,                   0,             0.97997,             0.97318,              0.9824,             0.74729,            0.019918,           0.0030431,                   0,             0.00296,             0.00296,             0.00296
                 178,            0.011457,           0.0030819,                   0,             0.97565,             0.97318,             0.98258,             0.74251,            0.019813,           0.0030804,                   0,             0.00292,             0.00292,             0.00292
                 179,            0.011218,           0.0030505,                   0,             0.98053,             0.96479,             0.98123,             0.74215,            0.020074,           0.0031388,                   0,             0.00288,             0.00288,             0.00288
                 180,            0.011161,            0.003061,                   0,             0.97856,             0.97318,             0.98242,             0.74762,            0.019839,             0.00305,                   0,             0.00284,             0.00284,             0.00284
                 181,            0.011019,            0.003112,                   0,             0.97603,             0.96935,             0.97661,             0.75103,            0.019702,            0.003051,                   0,              0.0028,              0.0028,              0.0028
                 182,             0.01129,            0.003093,                   0,             0.97542,             0.95785,             0.97346,             0.75188,            0.019682,           0.0030147,                   0,             0.00276,             0.00276,             0.00276
                 183,            0.011115,           0.0031481,                   0,              0.9839,             0.96552,             0.98278,             0.75431,            0.019754,            0.003002,                   0,             0.00272,             0.00272,             0.00272
                 184,            0.010918,           0.0030574,                   0,             0.98162,             0.96935,             0.98238,             0.76142,            0.019505,           0.0030611,                   0,             0.00268,             0.00268,             0.00268
                 185,            0.011041,           0.0031353,                   0,             0.97664,             0.96092,             0.98083,             0.74833,            0.019833,           0.0030941,                   0,             0.00264,             0.00264,             0.00264
                 186,            0.010565,           0.0029298,                   0,             0.97644,             0.96935,             0.97473,             0.74912,            0.019629,           0.0030643,                   0,              0.0026,              0.0026,              0.0026
                 187,            0.010934,           0.0030177,                   0,             0.97982,             0.96552,             0.98073,             0.75151,             0.01992,           0.0030491,                   0,             0.00256,             0.00256,             0.00256
                 188,            0.010911,           0.0030688,                   0,             0.98204,             0.97318,             0.98243,             0.74629,             0.01971,           0.0030425,                   0,             0.00252,             0.00252,             0.00252
                 189,            0.010798,           0.0029596,                   0,             0.97611,             0.96552,             0.98105,             0.74506,            0.019792,           0.0030388,                   0,             0.00248,             0.00248,             0.00248
                 190,            0.010614,           0.0029976,                   0,             0.98026,             0.96552,             0.98043,             0.74736,             0.01984,           0.0030445,                   0,             0.00244,             0.00244,             0.00244
                 191,            0.010716,           0.0028664,                   0,             0.97973,             0.96169,             0.98161,             0.74245,            0.019992,           0.0030305,                   0,              0.0024,              0.0024,              0.0024
                 192,            0.010958,           0.0030213,                   0,             0.97771,             0.95402,             0.97534,             0.73892,            0.019982,           0.0030736,                   0,             0.00236,             0.00236,             0.00236
                 193,            0.010748,           0.0030266,                   0,              0.9696,             0.97318,             0.98278,             0.74628,            0.019869,           0.0030053,                   0,             0.00232,             0.00232,             0.00232
                 194,             0.01055,           0.0029536,                   0,             0.98314,             0.97318,              0.9819,             0.74279,             0.01982,           0.0030484,                   0,             0.00228,             0.00228,             0.00228
                 195,            0.010325,           0.0029726,                   0,             0.98008,             0.97318,             0.98258,             0.74251,             0.01962,           0.0030317,                   0,             0.00224,             0.00224,             0.00224
                 196,            0.010514,           0.0028229,                   0,             0.97218,             0.98084,             0.98342,             0.75073,            0.019546,           0.0030164,                   0,              0.0022,              0.0022,              0.0022
                 197,            0.010426,           0.0028421,                   0,             0.97692,             0.97318,             0.98319,              0.7531,            0.019424,           0.0030221,                   0,             0.00216,             0.00216,             0.00216
                 198,            0.010475,           0.0029042,                   0,             0.97563,             0.96935,             0.98238,             0.74876,            0.019513,           0.0030469,                   0,             0.00212,             0.00212,             0.00212
                 199,            0.010266,           0.0029203,                   0,             0.98061,             0.96874,             0.98315,             0.75116,            0.019307,            0.003069,                   0,             0.00208,             0.00208,             0.00208
